codec,corpus,direction,level,block,ratio,throughput_MBps,p50_us,p99_us,p999_us,cpu_frac,cores_freed
sw-deflate,ingress-1-3781b.bin,decompress,1,8192,0.4147,548.0,6.91,7.08,7.80,0.999,0.001
sw-deflate,ingress-1-3781b.bin,compress,1,16384,0.4147,313.3,12.06,12.34,12.79,1.002,0.000
sw-deflate,ingress-1-3781b.bin,decompress,1,16384,0.4147,549.9,6.87,7.09,7.09,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,1,32768,0.4147,313.7,12.03,12.78,12.83,1.002,0.000
sw-deflate,ingress-1-3781b.bin,decompress,1,32768,0.4147,550.5,6.86,7.05,7.10,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,1,65536,0.4147,313.8,12.02,12.94,12.98,1.002,0.000
sw-deflate,ingress-1-3781b.bin,decompress,1,65536,0.4147,549.2,6.90,7.05,7.13,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,1,131072,0.4147,313.5,12.02,12.32,13.94,1.002,0.000
sw-deflate,ingress-1-3781b.bin,decompress,1,131072,0.4147,549.0,6.88,7.09,8.23,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,1,0,0.4147,313.8,12.02,12.35,13.89,1.001,0.000
sw-deflate,ingress-1-3781b.bin,decompress,1,0,0.4147,549.4,6.85,7.08,7.12,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,3,8192,0.3639,210.0,17.98,18.99,19.20,1.001,0.000
sw-deflate,ingress-1-3781b.bin,decompress,3,8192,0.3639,583.8,6.44,6.82,7.18,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,3,16384,0.3639,209.9,17.97,18.93,18.94,1.001,0.000
sw-deflate,ingress-1-3781b.bin,decompress,3,16384,0.3639,584.9,6.45,6.69,6.71,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,3,32768,0.3639,209.7,18.00,19.02,19.05,1.001,0.000
sw-deflate,ingress-1-3781b.bin,decompress,3,32768,0.3639,581.3,6.47,7.15,7.30,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,3,65536,0.3639,209.6,18.01,18.90,18.97,1.001,0.000
sw-deflate,ingress-1-3781b.bin,decompress,3,65536,0.3639,585.2,6.45,6.74,6.79,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,3,131072,0.3639,208.7,18.00,18.97,20.17,1.001,0.000
sw-deflate,ingress-1-3781b.bin,decompress,3,131072,0.3639,583.1,6.45,6.71,7.98,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,3,0,0.3639,209.6,18.01,19.59,19.98,1.001,0.000
sw-deflate,ingress-1-3781b.bin,decompress,3,0,0.3639,586.7,6.42,6.70,6.71,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,6,8192,0.3362,130.2,29.01,30.26,30.27,1.000,0.000
sw-deflate,ingress-1-3781b.bin,decompress,6,8192,0.3362,594.6,6.32,6.56,6.59,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,6,16384,0.3362,129.5,29.05,33.69,33.96,1.001,0.000
sw-deflate,ingress-1-3781b.bin,decompress,6,16384,0.3362,594.6,6.33,6.53,6.53,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,6,32768,0.3362,129.9,29.02,30.23,33.88,1.000,0.000
sw-deflate,ingress-1-3781b.bin,decompress,6,32768,0.3362,592.9,6.36,6.57,6.58,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,6,65536,0.3362,130.3,28.99,30.19,30.25,1.000,0.000
sw-deflate,ingress-1-3781b.bin,decompress,6,65536,0.3362,592.2,6.35,6.62,7.27,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,6,131072,0.3362,130.1,29.02,30.27,30.35,1.000,0.000
sw-deflate,ingress-1-3781b.bin,decompress,6,131072,0.3362,592.1,6.37,6.59,6.61,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,6,0,0.3362,130.2,28.98,30.29,30.68,1.000,0.000
sw-deflate,ingress-1-3781b.bin,decompress,6,0,0.3362,597.6,6.31,6.51,6.52,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,9,8192,0.3359,15.6,242.60,248.52,249.31,1.000,0.000
sw-deflate,ingress-1-3781b.bin,decompress,9,8192,0.3359,588.9,6.42,6.59,6.60,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,9,16384,0.3359,15.6,242.58,246.14,246.98,1.000,0.000
sw-deflate,ingress-1-3781b.bin,decompress,9,16384,0.3359,592.7,6.37,6.60,6.62,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,9,32768,0.3359,15.6,242.59,246.01,249.05,1.000,0.000
sw-deflate,ingress-1-3781b.bin,decompress,9,32768,0.3359,592.3,6.38,6.54,6.59,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,9,65536,0.3359,15.6,242.49,247.25,248.56,1.000,0.000
sw-deflate,ingress-1-3781b.bin,decompress,9,65536,0.3359,591.8,6.39,6.52,7.26,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,9,131072,0.3359,15.6,242.51,247.35,247.51,1.000,0.000
sw-deflate,ingress-1-3781b.bin,decompress,9,131072,0.3359,594.5,6.36,6.54,6.57,1.000,0.000
sw-deflate,ingress-1-3781b.bin,compress,9,0,0.3359,15.6,242.55,246.63,248.69,1.000,0.000
sw-deflate,ingress-1-3781b.bin,decompress,9,0,0.3359,591.2,6.38,6.57,7.93,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,1,8192,0.0170,853.3,9.57,9.95,11.17,1.001,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,1,8192,0.0170,705.9,11.59,11.93,13.00,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,1,16384,0.0096,1090.1,15.01,15.88,16.18,1.001,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,1,16384,0.0096,757.4,21.55,22.97,26.01,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,1,32768,0.0055,1272.0,25.73,26.80,26.82,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,1,32768,0.0055,1145.4,28.55,29.45,29.60,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,1,65536,0.0571,994.7,65.77,68.20,68.25,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,1,65536,0.0571,2446.0,27.20,29.72,32.17,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,1,131072,0.1234,683.8,191.63,194.61,197.28,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,1,131072,0.1234,1443.6,90.99,96.39,96.47,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,1,0,0.2455,392.8,3288.96,3329.36,3331.08,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,1,0,0.2455,1028.7,1248.37,1305.33,1305.73,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,3,8192,0.0170,585.5,13.96,14.79,15.09,1.001,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,3,8192,0.0170,704.0,11.62,12.41,12.56,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,3,16384,0.0096,745.2,21.96,22.83,23.19,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,3,16384,0.0096,757.0,21.62,22.40,22.44,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,3,32768,0.0055,882.6,37.08,38.22,38.31,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,3,32768,0.0055,1140.6,28.59,33.37,33.50,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,3,65536,0.0496,592.2,110.45,112.25,115.08,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,3,65536,0.0496,2315.3,28.64,30.04,32.45,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,3,131072,0.1192,398.2,328.56,334.44,334.65,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,3,131072,0.1192,1481.6,86.65,97.52,97.61,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,3,0,0.1800,298.1,4331.42,4366.44,4368.62,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,3,0,0.1800,1030.6,1253.89,1292.60,1295.35,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,6,8192,0.0170,570.8,14.35,15.10,15.53,1.001,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,6,8192,0.0170,705.3,11.60,12.33,12.39,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,6,16384,0.0096,718.3,22.81,23.89,23.98,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,6,16384,0.0096,759.1,21.54,22.47,22.80,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,6,32768,0.0055,846.9,38.71,40.58,40.72,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,6,32768,0.0055,1144.4,28.60,29.42,29.43,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,6,65536,0.0495,332.6,196.71,202.77,203.37,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,6,65536,0.0495,2311.7,28.57,29.75,33.82,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,6,131072,0.1191,171.3,764.83,783.92,785.53,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,6,131072,0.1191,1455.3,89.04,97.42,97.72,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,6,0,0.1776,157.2,8217.33,8272.84,8274.90,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,6,0,0.1776,1060.5,1223.04,1246.99,1248.26,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,9,8192,0.0170,579.8,14.06,15.84,18.50,1.001,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,9,8192,0.0170,702.4,11.63,12.03,12.52,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,9,16384,0.0096,740.2,22.12,22.96,23.02,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,9,16384,0.0096,755.7,21.59,25.09,26.90,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,9,32768,0.0055,873.4,37.36,42.33,42.81,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,9,32768,0.0055,1141.4,28.65,30.93,30.98,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,9,65536,0.0495,36.6,1788.62,1797.56,1797.99,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,9,65536,0.0495,2264.3,29.03,34.02,34.05,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,9,131072,0.1191,14.9,8806.91,8849.52,8849.78,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,9,131072,0.1191,1410.2,92.72,99.09,99.09,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,compress,9,0,0.1773,15.4,83778.25,83904.34,83904.35,1.000,0.000
sw-deflate,ingress-7-1292095b.bin,decompress,9,0,0.1773,1064.9,1216.89,1249.33,1253.15,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,1,8192,0.2582,410.7,19.88,21.62,22.08,1.001,0.000
sw-deflate,egress-2-12553b.bin,decompress,1,8192,0.2582,707.0,11.56,12.08,13.56,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,1,16384,0.3797,440.1,28.46,30.55,30.66,1.001,0.000
sw-deflate,egress-2-12553b.bin,decompress,1,16384,0.3797,676.3,18.50,19.53,19.97,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,1,32768,0.3797,441.6,28.40,29.24,29.34,1.001,0.000
sw-deflate,egress-2-12553b.bin,decompress,1,32768,0.3797,673.7,18.60,19.19,19.42,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,1,65536,0.3797,440.1,28.43,31.89,32.29,1.001,0.000
sw-deflate,egress-2-12553b.bin,decompress,1,65536,0.3797,672.9,18.60,20.15,21.75,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,1,131072,0.3797,440.7,28.45,29.62,29.81,1.001,0.000
sw-deflate,egress-2-12553b.bin,decompress,1,131072,0.3797,673.5,18.55,19.77,22.50,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,1,0,0.3797,440.6,28.46,29.59,29.61,1.001,0.000
sw-deflate,egress-2-12553b.bin,decompress,1,0,0.3797,676.1,18.51,19.92,20.38,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,3,8192,0.2125,260.2,31.41,33.19,33.64,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,3,8192,0.2125,737.6,11.07,12.05,12.32,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,3,16384,0.3249,282.7,44.30,46.09,46.13,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,3,16384,0.3249,754.0,16.61,17.25,17.58,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,3,32768,0.3249,282.8,44.25,46.76,46.90,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,3,32768,0.3249,749.5,16.68,18.28,18.69,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,3,65536,0.3249,281.9,44.36,48.59,49.10,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,3,65536,0.3249,752.2,16.56,20.97,21.25,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,3,131072,0.3249,282.3,44.35,46.09,48.93,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,3,131072,0.3249,746.8,16.83,17.67,17.80,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,3,0,0.3249,283.0,44.24,45.62,46.01,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,3,0,0.3249,755.5,16.60,17.31,17.45,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,6,8192,0.2103,125.7,64.88,70.08,70.30,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,6,8192,0.2103,784.4,10.35,10.83,11.12,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,6,16384,0.2903,155.6,80.34,85.32,86.15,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,6,16384,0.2903,745.6,16.78,19.36,20.88,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,6,32768,0.2903,156.9,79.92,81.28,81.29,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,6,32768,0.2903,753.0,16.64,17.25,17.26,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,6,65536,0.2903,156.4,80.15,82.48,82.65,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,6,65536,0.2903,749.0,16.73,18.17,18.48,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,6,131072,0.2903,156.2,80.27,82.16,82.48,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,6,131072,0.2903,751.5,16.59,17.70,19.68,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,6,0,0.2903,156.3,80.23,81.82,82.26,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,6,0,0.2903,751.3,16.67,17.79,20.24,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,9,8192,0.2108,9.4,868.23,874.07,874.49,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,9,8192,0.2108,770.8,10.63,11.09,11.45,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,9,16384,0.2890,14.1,886.54,895.72,901.07,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,9,16384,0.2890,755.9,16.57,17.36,20.12,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,9,32768,0.2890,14.2,886.69,891.84,892.17,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,9,32768,0.2890,760.4,16.48,17.31,17.33,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,9,65536,0.2890,14.2,886.64,893.33,894.32,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,9,65536,0.2890,753.4,16.65,17.54,18.14,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,9,131072,0.2890,14.2,886.67,892.77,892.83,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,9,131072,0.2890,754.7,16.61,18.25,18.62,1.000,0.000
sw-deflate,egress-2-12553b.bin,compress,9,0,0.2890,14.1,886.58,892.89,893.30,1.000,0.000
sw-deflate,egress-2-12553b.bin,decompress,9,0,0.2890,755.4,16.59,17.36,17.37,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,1,8192,0.1992,412.7,19.82,20.91,21.39,1.001,0.000
sw-deflate,egress-7-423691b.bin,decompress,1,8192,0.1992,920.3,8.87,9.23,10.64,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,1,16384,0.2024,487.7,33.56,34.60,35.45,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,1,16384,0.2024,1026.1,15.94,16.97,17.06,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,1,32768,0.1994,523.0,62.51,66.79,66.79,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,1,32768,0.1994,992.3,34.03,34.92,35.34,1.001,0.000
sw-deflate,egress-7-423691b.bin,compress,1,65536,0.1952,523.2,125.16,127.66,127.87,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,1,65536,0.1952,1065.1,60.31,68.14,68.24,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,1,131072,0.1925,517.9,252.85,258.04,258.27,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,1,131072,0.1925,1035.8,127.41,136.23,136.72,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,1,0,0.2667,383.6,1103.87,1118.25,1118.72,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,1,0,0.2667,975.4,434.29,446.88,448.06,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,3,8192,0.1577,285.2,28.69,29.73,29.74,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,3,8192,0.1577,1006.2,7.97,8.66,8.67,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,3,16384,0.1732,300.3,54.28,58.54,60.85,0.999,0.001
sw-deflate,egress-7-423691b.bin,decompress,3,16384,0.1732,1017.0,16.28,17.41,17.74,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,3,32768,0.1809,308.1,106.19,108.07,108.14,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,3,32768,0.1809,1011.6,33.75,34.76,35.02,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,3,65536,0.1848,303.8,214.95,221.25,221.85,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,3,65536,0.1848,1054.5,59.98,68.67,68.86,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,3,131072,0.1868,302.8,432.39,439.07,440.28,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,3,131072,0.1868,1024.7,128.87,137.20,137.43,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,3,0,0.1995,264.5,1600.12,1620.41,1620.87,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,3,0,0.1995,1025.5,414.22,425.82,426.00,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,6,8192,0.1573,132.4,61.62,66.45,66.52,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,6,8192,0.1573,1017.6,8.01,8.95,12.54,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,6,16384,0.1730,125.5,130.52,132.59,132.79,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,6,16384,0.1730,1003.2,16.66,19.04,20.01,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,6,32768,0.1808,121.8,269.06,275.51,277.26,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,6,32768,0.1808,1031.1,30.31,34.53,34.92,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,6,65536,0.1848,118.9,550.97,558.65,562.09,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,6,65536,0.1848,998.5,65.39,68.18,68.22,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,6,131072,0.1868,117.7,1115.03,1142.17,1145.49,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,6,131072,0.1868,1060.9,122.89,137.83,138.33,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,6,0,0.1994,142.4,2974.73,3019.50,3023.84,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,6,0,0.1994,1035.1,407.88,421.94,422.39,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,9,8192,0.1575,9.9,825.76,831.18,831.25,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,9,8192,0.1575,975.0,8.39,8.93,8.93,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,9,16384,0.1730,9.7,1696.67,1705.98,1707.31,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,9,16384,0.1730,1012.3,16.15,17.19,17.19,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,9,32768,0.1808,9.5,3439.51,3455.69,3455.88,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,9,32768,0.1808,1000.4,32.41,35.05,35.38,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,9,65536,0.1848,9.4,6944.68,6969.74,6970.72,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,9,65536,0.1848,1013.2,64.38,70.82,71.28,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,9,131072,0.1868,9.4,13961.17,14006.75,14016.62,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,9,131072,0.1868,1006.4,129.86,140.58,141.67,1.000,0.000
sw-deflate,egress-7-423691b.bin,compress,9,0,0.1993,15.1,28062.18,28118.17,28118.51,1.000,0.000
sw-deflate,egress-7-423691b.bin,decompress,9,0,0.1993,1034.4,410.12,419.55,419.88,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,1,8192,0.2233,418.7,19.52,20.43,20.55,1.001,0.000
sw-deflate,egress-5-206881b.bin,decompress,1,8192,0.2233,823.4,9.93,10.40,11.58,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,1,16384,0.2149,492.0,33.25,35.09,35.33,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,1,16384,0.2149,955.5,16.89,18.53,18.58,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,1,32768,0.2047,528.4,61.94,63.10,63.11,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,1,32768,0.2047,998.9,31.57,36.32,36.39,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,1,65536,0.1992,528.8,123.61,129.87,130.55,0.999,0.001
sw-deflate,egress-5-206881b.bin,decompress,1,65536,0.1992,1045.3,61.28,68.90,69.01,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,1,131072,0.2100,501.4,261.12,265.40,265.65,0.999,0.001
sw-deflate,egress-5-206881b.bin,decompress,1,131072,0.2100,972.3,135.28,140.31,140.35,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,1,0,0.2961,371.7,556.39,562.92,563.65,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,1,0,0.2961,931.2,222.09,230.69,236.83,0.999,0.001
sw-deflate,egress-5-206881b.bin,compress,3,8192,0.1818,264.1,30.93,32.15,34.38,1.001,0.000
sw-deflate,egress-5-206881b.bin,decompress,3,8192,0.1818,931.1,8.65,9.51,9.57,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,3,16384,0.1851,290.7,56.27,58.26,58.60,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,3,16384,0.1851,907.1,18.09,20.85,26.89,0.997,0.003
sw-deflate,egress-5-206881b.bin,compress,3,32768,0.1868,302.5,108.13,111.13,111.25,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,3,32768,0.1868,1006.9,30.93,36.00,39.68,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,3,65536,0.1883,302.1,216.60,221.54,222.65,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,3,65536,0.1883,1029.0,62.60,70.17,70.92,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,3,131072,0.1957,300.2,435.89,445.73,446.49,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,3,131072,0.1957,1054.1,125.19,130.69,130.89,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,3,0,0.2239,233.6,885.09,900.13,900.18,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,3,0,0.2239,918.8,226.50,231.44,232.47,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,6,8192,0.1810,118.1,69.26,71.21,71.42,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,6,8192,0.1810,894.8,9.19,9.49,9.81,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,6,16384,0.1848,118.7,138.01,141.37,141.58,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,6,16384,0.1848,920.2,17.77,18.30,18.46,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,6,32768,0.1866,118.1,277.25,283.34,286.94,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,6,32768,0.1866,936.1,34.83,39.25,39.28,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,6,65536,0.1882,117.5,558.27,564.09,564.21,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,6,65536,0.1882,1020.5,63.13,70.05,70.31,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,6,131072,0.1955,120.0,1092.23,1113.46,1114.32,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,6,131072,0.1955,1038.5,128.33,133.36,134.34,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,6,0,0.2236,129.9,1592.80,1611.53,1613.11,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,6,0,0.2236,917.1,227.78,231.44,232.04,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,9,8192,0.1813,8.8,925.68,931.02,931.03,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,9,8192,0.1813,876.5,9.33,9.69,10.42,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,9,16384,0.1849,9.1,1796.58,1806.87,1807.96,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,9,16384,0.1849,920.9,17.68,19.12,19.13,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,9,32768,0.1866,9.3,3538.38,3554.45,3557.64,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,9,32768,0.1866,966.1,33.85,35.26,35.41,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,9,65536,0.1883,9.3,7037.53,7068.41,7069.23,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,9,65536,0.1883,988.4,66.65,70.53,70.55,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,9,131072,0.1967,9.9,13232.35,13289.92,13295.69,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,9,131072,0.1967,1039.4,126.10,131.03,131.18,1.000,0.000
sw-deflate,egress-5-206881b.bin,compress,9,0,0.2229,15.0,13761.18,13800.60,13802.59,1.000,0.000
sw-deflate,egress-5-206881b.bin,decompress,9,0,0.2229,916.7,225.59,231.19,231.80,1.000,0.000
sw-deflate,egress-4-93392b.bin,compress,1,8192,0.1862,442.1,18.43,22.85,22.93,1.001,0.000
sw-deflate,egress-4-93392b.bin,decompress,1,8192,0.1862,894.0,9.03,9.95,10.89,1.000,0.000
sw-deflate,egress-4-93392b.bin,compress,1,16384,0.1878,505.0,32.39,34.26,34.32,1.000,0.000
